customer_id,cluster
602,1
603,1
604,1
605,1
606,2
607,1
608,2
609,2
610,2
611,0
612,1
613,0
614,2
615,0
616,1
617,0
618,0
619,2
620,1
621,1
622,1
623,1
624,1
625,0
626,0
627,1
628,2
629,1
630,2
631,0
632,1
633,1
634,1
635,1
636,1
637,0
638,1
639,1
640,0
641,1
642,1
643,1
644,1
645,1
646,1
647,0
648,2
649,2
650,0
651,1
652,1
653,1
654,1
655,1
656,0
657,0
658,2
659,0
660,1
661,0
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,2
673,0
674,0
675,1
676,1
677,2
678,1
679,2
680,1
681,2
682,1
683,1
684,0
685,1
686,2
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,2
696,0
697,1
698,1
699,1
700,1
701,1
702,1
703,0
704,0
705,1
706,0
707,1
708,1
709,1
710,1
711,1
712,0
713,1
714,1
715,1
716,1
717,1
718,0
719,1
720,1
721,0
722,1
723,0
724,1
725,1
726,1
727,2
728,0
729,1
730,1
731,1
732,1
733,1
734,2
735,1
736,2
737,1
738,1
739,1
740,2
741,1
742,1
743,1
744,0
745,1
746,1
747,2
748,0
749,1
750,1
751,1
752,0
753,1
754,1
755,0
756,1
757,1
758,1
759,2
760,1
761,1
762,1
763,1
764,2
765,1
766,1
767,2
768,1
769,0
770,1
771,1
772,1
773,1
774,1
775,0
776,0
777,1
778,2
779,1
780,1
781,0
782,0
783,1
784,0
785,1
786,1
787,0
788,1
789,1
790,1
791,1
792,0
793,2
794,1
795,1
796,1
797,0
798,1
799,1
800,1
801,1
802,1
803,0
804,1
805,0
806,0
807,1
808,1
809,0
810,1
811,1
812,1
813,2
814,1
815,0
816,1
817,0
818,2
819,1
820,1
821,1
822,1
823,1
824,2
825,0
826,1
827,1
828,1
829,0
830,1
831,1
832,1
833,1
834,1
835,0
836,1
837,1
838,1
839,1
840,0
841,1
842,0
843,0
844,1
845,2
846,1
847,0
848,0
849,1
850,2
851,1
852,2
853,2
854,1
855,0
856,2
857,1
858,0
859,1
860,1
861,2
862,0
863,1
864,2
865,1
866,2
867,1
868,2
869,1
870,1
871,1
872,2
873,1
874,2
875,1
876,1
877,2
878,1
879,1
880,0
881,0
882,1
883,1
884,1
885,1
886,0
887,1
888,1
889,1
890,0
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,0
899,1
900,1
901,0
902,1
903,1
904,1
905,1
906,2
907,2
908,1
909,1
910,1
911,1
912,0
913,0
914,0
915,1
916,1
917,1
918,0
919,1
920,1
921,1
922,1
923,1
924,2
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,2
933,0
934,2
935,1
936,1
937,2
938,1
939,1
940,2
941,1
942,1
943,1
944,2
945,0
946,0
947,0
948,1
949,1
950,2
951,1
952,1
953,2
954,1
955,1
956,1
957,0
958,0
959,0
960,0
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,2
969,2
970,2
971,0
972,0
973,1
974,0
975,0
976,2
977,2
978,1
979,1
980,0
981,1
982,0
983,2
984,1
985,0
986,1
987,0
988,0
989,0
990,2
991,1
992,1
993,1
994,0
995,1
996,1
997,1
998,1
999,1
1000,0
1001,0
1002,0
1003,1
1004,2
1005,1
1006,1
1007,1
1008,0
1009,0
1010,0
1011,1
1012,1
1013,1
1014,1
1015,2
1016,2
1017,1
1018,0
1019,1
1020,1
1021,1
1022,1
1023,0
1024,1
1025,1
1026,0
1027,0
1028,1
1029,1
1030,1
1031,0
1032,0
1033,1
1034,0
1035,1
1036,1
1037,1
1038,1
1039,2
1040,1
1041,1
1042,0
1043,1
1044,0
1045,1
1046,1
1047,1
1048,1
1049,0
1050,1
1051,1
1052,0
1053,1
1054,1
1055,0
1056,0
1057,0
1058,1
1059,1
1060,1
1061,1
1062,1
1063,0
1064,1
1065,1
1066,0
1067,2
1068,1
1069,2
1070,1
1071,0
1072,0
1073,1
1074,1
1075,0
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,0
1084,1
1085,0
1086,1
1087,1
1088,0
1089,0
1090,1
1091,1
1092,0
1093,1
1094,1
1095,1
1096,1
1097,1
1098,2
1099,2
1100,2
1101,1
1102,0
1103,2
1104,1
1105,1
1106,1
1107,0
1108,0
1109,2
1110,0
1111,0
1112,1
1113,1
1114,1
1115,1
1116,1
1117,0
1118,1
1119,0
1120,0
1121,1
1122,0
1123,1
1124,0
1125,1
1126,0
1127,1
1128,0
1129,1
1130,2
1131,1
1132,0
1133,2
1134,0
1135,0
1136,1
1137,1
1138,1
1139,1
1140,0
1141,1
1142,2
1143,0
1144,0
1145,1
1146,0
1147,1
1148,1
1149,1
1150,2
1151,0
1152,1
1153,2
1154,1
1155,0
1156,2
1157,2
1158,0
1159,1
1160,2
1161,1
1162,2
1163,1
1164,1
1165,2
1166,0
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,0
1174,1
1175,0
1176,1
1177,0
1178,1
1179,0
1180,1
1181,1
1182,1
1183,2
1184,1
1185,0
1186,0
1187,1
1188,1
1189,1
1190,2
1191,1
1192,1
1193,1
1194,1
1195,0
1196,1
1197,2
1198,2
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,2
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,2
1215,0
1216,1
1217,1
1218,1
1219,0
1220,0
1221,1
1222,1
1223,1
1224,1
1225,1
1226,2
1227,0
1228,2
1229,1
1230,0
1231,0
1232,1
1233,0
1234,1
1235,1
1236,1
1237,2
1238,0
1239,0
1240,0
1241,1
1242,1
1243,0
1244,0
1245,1
1246,2
1247,1
1248,1
1249,0
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,2
1257,0
1258,0
1259,2
1260,1
1261,0
1262,2
1263,1
1264,1
1265,2
1266,1
1267,1
1268,1
1269,0
1270,1
1271,1
1272,2
1273,1
1274,1
1275,1
1276,1
1277,0
1278,1
1279,1
1280,1
1281,0
1282,1
1283,1
1284,2
1285,1
1286,0
1287,1
1288,0
1289,1
1290,0
1291,1
1292,2
1293,1
1294,1
1295,0
1296,2
1297,1
1298,1
1299,0
1300,1
1301,1
1302,1
1303,2
1304,1
1305,2
1306,1
1307,0
1308,1
1309,1
1310,0
1311,1
1312,0
1313,1
1314,2
1315,2
1316,1
1317,1
1318,0
1319,1
1320,2
1321,1
1322,1
1323,2
1324,2
1325,0
1326,1
1327,1
1328,0
1329,2
1330,1
1331,1
1332,2
1333,2
1334,1
1335,1
1336,2
1337,2
1338,1
1339,1
1340,1
1341,0
1342,1
1343,1
1344,1
1345,1
1346,1
1347,2
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,0
1355,1
1356,2
1357,2
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,0
1369,2
1370,1
1371,1
1372,2
1373,0
1374,1
1375,1
1376,0
1377,1
1378,1
1379,1
1380,1
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,0
1388,1
1389,1
1390,2
1391,1
1392,0
1393,0
1394,2
1395,1
1396,0
1397,2
1398,0
1399,2
1400,0
1401,2
1402,1
1403,1
1404,0
1405,1
1406,0
1407,0
1408,0
1409,1
1410,1
1411,2
1412,1
1413,1
1414,0
1415,1
1416,1
1417,2
1418,1
1419,1
1420,1
1421,1
1422,2
1423,1
1424,1
1425,2
1426,2
1427,1
1428,2
1429,1
1430,1
1431,2
1432,1
1433,0
1434,1
1435,0
1436,1
1437,1
1438,2
1439,1
1440,0
1441,2
1442,1
1443,1
1444,1
1445,2
1446,1
1447,0
1448,1
1449,2
1450,0
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,0
1460,0
1461,1
1462,0
1463,0
1464,1
1465,0
1466,1
1467,2
1468,0
1469,2
1470,1
1471,2
1472,2
1473,1
1474,1
1475,1
1476,2
1477,1
1478,0
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,2
1486,0
1487,1
1488,1
1489,2
1490,2
1491,2
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,0
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,0
1508,1
1509,1
1510,0
1511,1
1512,1
1513,0
1514,0
1515,2
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,0
1525,1
1526,2
1527,1
1528,0
1529,0
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,0
1537,1
1538,1
1539,0
1540,1
1541,0
1542,1
1543,1
1544,0
1545,1
1546,1
1547,0
1548,1
1549,2
1550,2
1551,1
1552,1
1553,2
1554,0
1555,2
1556,1
1557,1
1558,1
1559,1
1560,2
1561,1
1562,2
1563,2
1564,2
1565,1
1566,0
1567,0
1568,0
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,2
1576,0
1577,0
1578,1
1579,1
1580,2
1581,2
1582,0
1583,1
1584,1
1585,0
1586,1
1587,0
1588,1
1589,0
1590,1
1591,1
1592,0
1593,0
1594,2
1595,1
1596,1
1597,1
1598,1
1599,0
1600,1
1601,1
1602,2
1603,1
1604,1
1605,1
1606,0
1607,0
1608,0
1609,1
1610,1
1611,1
1612,0
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,2
1621,0
1622,1
1623,1
1624,1
1625,2
1626,0
1627,1
1628,0
1629,0
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,0
1639,1
1640,2
1641,1
1642,1
1643,1
1644,0
1645,0
1646,0
1647,1
1648,1
1649,0
1650,1
1651,0
1652,1
1653,2
1654,1
1655,2
1656,0
1657,1
1658,0
1659,0
1660,2
1661,1
1662,0
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,2
1670,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,2
1680,1
1681,1
1682,0
1683,2
1684,1
1685,1
1686,1
1687,2
1688,1
1689,1
1690,0
1691,0
1692,0
1693,1
1694,1
1695,0
1696,1
1697,2
1698,1
1699,2
1700,1
1701,0
1702,1
1703,1
1704,1
1705,2
1706,2
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,2
1714,1
1715,1
1716,1
1717,1
1718,1
1719,0
1720,0
1721,1
1722,0
1723,1
1724,0
1725,1
1726,0
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,2
1734,0
1735,0
1736,1
1737,1
1738,0
1739,0
1740,1
1741,0
1742,1
1743,1
1744,1
1745,1
1746,1
1747,0
1748,2
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,2
1757,1
1758,1
1759,2
1760,1
1761,1
1762,1
1763,2
1764,1
1765,1
1766,0
1767,0
1768,1
1769,1
1770,1
1771,1
1772,1
1773,0
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,0
1783,2
1784,0
1785,0
1786,1
1787,1
1788,1
1789,1
1790,1
1791,2
1792,0
1793,1
1794,1
1795,0
1796,0
1797,2
1798,0
1799,1
1800,0
1801,1
1802,1
1803,0
1804,1
1805,1
1806,2
1807,1
1808,0
1809,1
1810,1
1811,2
1812,0
1813,1
1814,1
1815,0
1816,1
1817,2
1818,1
1819,2
1820,1
1821,2
1822,1
1823,1
1824,0
1825,1
1826,1
1827,1
1828,1
1829,1
1830,0
1831,1
1832,1
1833,1
1834,2
1835,0
1836,1
1837,1
1838,2
1839,0
1840,1
1841,2
1842,1
1843,1
1844,1
1845,0
1846,1
1847,1
1848,2
1849,1
1850,2
1851,2
1852,1
1853,0
1854,1
1855,2
1856,1
1857,1
1858,0
1859,1
1860,1
1861,1
1862,0
1863,1
1864,1
1865,1
1866,0
1867,0
1868,2
1869,1
1870,1
1871,1
1872,0
1873,1
1874,1
1875,1
1876,0
1877,1
1878,0
1879,0
1880,1
1881,1
1882,1
1883,1
1884,1
1885,2
1886,1
1887,1
1888,0
1889,1
1890,0
1891,2
1892,1
1893,1
1894,2
1895,1
1896,2
1897,0
1898,1
1899,1
1900,0
1901,1
1902,1
1903,2
1904,1
1905,2
1906,0
1907,1
1908,1
1909,1
1910,0
1911,1
1912,1
1913,0
1914,0
1915,0
1916,0
1917,1
1918,1
1919,1
1920,0
1921,2
1922,1
1923,2
1924,1
1925,1
1926,1
1927,0
1928,1
1929,0
1930,2
1931,1
1932,1
1933,1
1934,2
1935,0
1936,0
1937,1
1938,1
1939,0
1940,1
1941,1
1942,1
1943,1
1944,0
1945,1
1946,0
1947,0
1948,0
1949,1
1950,1
1951,0
1952,2
1953,1
1954,2
1955,1
1956,2
1957,1
1958,1
1959,2
1960,0
1961,1
1962,2
1963,1
1964,0
1965,1
1966,1
1967,1
1968,0
1969,1
1970,1
1971,1
1972,1
1973,1
1974,1
1975,0
1976,1
1977,2
1978,0
1979,1
1980,1
1981,2
1982,0
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,0
1991,2
1992,0
1993,0
1994,1
1995,2
1996,2
1997,1
1998,2
1999,1
2000,1
2001,2
2002,1
2003,2
2004,0
2005,0
2006,0
2007,1
2008,1
2009,1
2010,1
2011,1
2012,0
2013,1
2014,1
2015,1
2016,0
2017,2
2018,0
2019,0
2020,1
2021,2
2022,1
2023,0
2024,1
2025,2
2026,2
2027,1
2028,0
2029,0
2030,0
2031,0
2032,1
2033,1
2034,1
2035,2
2036,1
2037,1
2038,1
2039,2
2040,1
2041,0
2042,1
2043,0
2044,2
2045,1
2046,2
2047,1
2048,2
2049,0
2050,1
2051,2
2052,1
2053,1
2054,1
2055,1
2056,1
2057,2
2058,0
2059,1
2060,0
2061,0
2062,2
2063,1
2064,0
2065,1
2066,1
2067,1
2068,1
2069,0
2070,0
2071,1
2072,1
2073,0
2074,0
2075,0
2076,1
2077,1
2078,1
2079,1
2080,1
2081,2
2082,1
2083,0
2084,1
2085,1
2086,1
2087,1
2088,1
2089,0
2090,1
2091,2
2092,0
2093,1
2094,1
2095,0
2096,0
2097,1
2098,1
2099,0
2100,0
2101,2
2102,1
2103,2
2104,0
2105,1
2106,1
2107,0
2108,1
2109,2
2110,1
2111,0
2112,0
2113,2
2114,2
2115,2
2116,1
2117,0
2118,0
2119,2
2120,1
2121,1
2122,1
2123,2
2124,1
2125,1
2126,1
2127,1
2128,0
2129,1
2130,1
2131,1
2132,0
2133,2
2134,0
2135,1
2136,2
2137,1
2138,0
2139,1
2140,2
2141,1
2142,1
2143,1
2144,0
2145,2
2146,0
2147,1
2148,0
2149,0
2150,1
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,0
2158,2
2159,0
2160,1
2161,1
2162,1
2163,1
2164,0
2165,1
2166,2
2167,2
2168,1
2169,1
2170,1
2171,1
2172,1
2173,0
2174,1
2175,2
2176,1
2177,1
2178,1
2179,1
2180,2
2181,2
2182,1
2183,1
2184,1
2185,1
2186,1
2187,0
2188,1
2189,1
2190,2
2191,1
2192,1
2193,2
2194,1
2195,0
2196,1
2197,0
2198,1
2199,1
2200,2
2201,0
2202,1
2203,1
2204,1
2205,0
2206,1
2207,1
2208,2
2209,2
2210,1
2211,2
2212,2
2213,1
2214,1
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2221,0
2222,2
2223,1
2224,1
2225,1
2226,1
2227,1
2228,2
2229,1
2230,2
2231,0
2232,1
2233,0
2234,1
2235,0
2236,0
2237,1
2238,1
2239,0
2240,1
2241,2
2242,1
2243,0
2244,1
2245,1
2246,0
2247,2
2248,0
2249,0
2250,1
2251,1
2252,0
2253,1
2254,0
2255,2
2256,1
2257,1
2258,1
2259,0
2260,1
2261,1
2262,1
2263,1
2264,1
2265,1
2266,2
2267,1
2268,1
2269,1
2270,0
2271,0
2272,0
2273,1
2274,1
2275,2
2276,1
2277,1
2278,1
2279,1
2280,1
2281,2
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,1
2290,0
2291,2
2292,1
2293,1
2294,1
2295,2
2296,1
2297,1
2298,1
2299,1
2300,1
2301,2
2302,1
2303,2
2304,1
2305,1
2306,2
2307,0
2308,1
2309,1
2310,2
2311,1
2312,1
2313,0
2314,2
2315,1
2316,1
2317,0
2318,1
2319,1
2320,0
2321,2
2322,1
2323,1
2324,1
2325,1
2326,1
2327,1
2328,0
2329,1
2330,0
2331,0
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,2
2341,1
2342,0
2343,1
2344,1
2345,1
2346,0
2347,2
2348,2
2349,0
2350,1
2351,1
2352,1
2353,0
2354,1
2355,0
2356,2
2357,1
2358,2
2359,0
2360,1
2361,1
2362,0
2363,0
2364,0
2365,1
2366,2
2367,2
2368,2
2369,1
2370,1
2371,0
2372,2
2373,0
2374,1
2375,0
2376,1
2377,1
2378,0
2379,1
2380,1
2381,1
2382,1
2383,2
2384,0
2385,1
2386,0
2387,1
2388,1
2389,2
2390,1
2391,0
2392,1
2393,1
2394,1
2395,1
2396,2
2397,1
2398,0
2399,2
2400,1
2401,1
2402,2
2403,1
2404,0
2405,2
2406,1
2407,0
2408,1
2409,1
2410,1
2411,0
2412,0
2413,1
2414,2
2415,1
2416,1
2417,1
2418,2
2419,1
2420,0
2421,0
2422,0
2423,0
2424,1
2425,0
2426,0
2427,2
2428,0
2429,0
2430,0
2431,1
2432,1
2433,1
2434,1
2435,1
2436,0
2437,1
2438,0
2439,1
2440,0
2441,1
2442,0
2443,1
2444,1
2445,1
2446,1
2447,2
2448,1
2449,1
2450,0
2451,1
2452,1
2453,2
2454,1
2455,1
2456,0
2457,1
2458,1
2459,0
2460,1
2461,1
2462,1
2463,0
2464,1
2465,1
2466,0
2467,1
2468,0
2469,1
2470,1
2471,1
2472,1
2473,2
2474,0
2475,1
2476,0
2477,0
2478,0
2479,0
2480,1
2481,1
2482,1
2483,1
2484,1
2485,0
2486,0
2487,2
2488,1
2489,1
2490,2
2491,1
2492,0
2493,1
2494,2
2495,1
2496,1
2497,1
2498,1
2499,1
2500,2
2501,1
2502,1
2503,0
2504,0
2505,1
2506,2
2507,1
2508,1
2509,1
2510,0
2511,1
2512,1
2513,0
2514,0
2515,1
2516,1
2517,0
2518,0
2519,1
2520,1
2521,1
2522,0
2523,1
2524,1
2525,1
2526,2
2527,1
2528,0
2529,0
2530,1
2531,1
2532,1
2533,1
2534,1
2535,0
2536,2
2537,2
2538,0
2539,1
2540,0
2541,0
2542,2
2543,1
2544,1
2545,1
2546,1
2547,2
2548,0
2549,0
2550,1
2551,2
2552,0
2553,0
2554,1
2555,1
2556,0
2557,1
2558,1
2559,1
2560,0
2561,1
2562,0
2563,2
2564,1
2565,0
2566,1
2567,1
2568,0
2569,1
2570,1
2571,1
2572,2
2573,0
2574,1
2575,0
2576,2
2577,1
2578,0
2579,1
2580,0
2581,1
2582,1
2583,0
2584,2
2585,2
2586,1
2587,1
2588,1
2589,1
2590,1
2591,1
2592,1
2593,1
2594,1
2595,2
2596,1
2597,1
2598,1
2599,1
2600,0
2601,1
2602,1
2603,1
2604,1
2605,1
2606,2
2607,0
2608,1
2609,1
2610,1
2611,2
2612,2
2613,1
2614,1
2615,1
2616,1
2617,1
2618,1
2619,1
2620,0
2621,1
2622,1
2623,1
2624,1
2625,1
2626,2
2627,1
2628,0
2629,1
2630,2
2631,1
2632,1
2633,1
2634,1
2635,0
2636,2
2637,1
2638,0
2639,1
2640,1
2641,1
2642,1
2643,1
2644,2
2645,0
2646,1
2647,0
2648,1
2649,2
2650,1
2651,2
2652,1
2653,1
2654,2
2655,0
2656,0
2657,1
2658,1
2659,1
2660,2
2661,2
2662,1
2663,0
2664,1
2665,0
2666,1
2667,0
2668,2
2669,0
2670,1
2671,1
2672,2
2673,1
2674,1
2675,1
2676,2
2677,1
2678,1
2679,2
2680,2
2681,0
2682,2
2683,1
2684,1
2685,1
2686,1
2687,1
2688,2
2689,1
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,1
2697,1
2698,0
2699,2
2700,2
2701,1
2702,1
2703,0
2704,1
2705,0
2706,1
2707,0
2708,1
2709,0
2710,2
2711,1
2712,1
2713,1
2714,0
2715,1
2716,0
2717,0
2718,0
2719,0
2720,2
2721,1
2722,1
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,2
2730,1
2731,2
2732,1
2733,0
2734,1
2735,1
2736,1
2737,1
2738,0
2739,1
2740,1
2741,1
2742,1
2743,1
2744,0
2745,1
2746,1
2747,0
2748,2
2749,1
2750,1
2751,2
2752,1
2753,1
2754,0
2755,1
2756,2
2757,1
2758,1
2759,1
2760,2
2761,1
2762,0
2763,1
2764,1
2765,1
2766,0
2767,1
2768,0
2769,1
2770,1
2771,2
2772,2
2773,0
2774,1
2775,1
2776,1
2777,1
2778,1
2779,1
2780,0
2781,0
2782,0
2783,0
2784,1
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,1
2792,1
2793,0
2794,1
2795,2
2796,0
2797,1
2798,2
2799,1
2800,0
2801,0
2802,1
2803,1
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,0
2811,1
2812,1
2813,1
2814,1
2815,0
2816,1
2817,1
2818,0
2819,1
2820,1
2821,2
2822,1
2823,1
2824,1
2825,1
2826,0
2827,2
2828,1
2829,1
2830,1
2831,1
2832,1
2833,0
2834,2
2835,1
2836,1
2837,1
2838,1
2839,1
2840,2
2841,1
2842,2
2843,1
2844,0
2845,1
2846,2
2847,1
2848,1
2849,1
2850,1
2851,0
2852,1
2853,1
2854,2
2855,1
2856,2
2857,0
2858,2
2859,1
2860,2
2861,0
2862,1
2863,1
2864,2
2865,1
2866,1
2867,0
2868,1
2869,1
2870,2
2871,0
2872,1
2873,2
2874,1
2875,1
2876,0
2877,0
2878,2
2879,1
2880,0
2881,1
2882,1
2883,0
2884,2
2885,0
2886,1
2887,0
2888,2
2889,1
2890,1
2891,0
2892,1
2893,1
2894,1
2895,0
2896,1
2897,1
2898,0
2899,0
2900,0
2901,2
2902,1
2903,1
2904,1
2905,1
2906,0
2907,1
2908,1
2909,0
2910,1
2911,2
2912,1
2913,1
2914,0
2915,1
2916,1
2917,1
2918,1
2919,1
2920,1
2921,0
2922,1
2923,1
2924,1
2925,1
2926,0
2927,0
2928,2
2929,1
2930,1
2931,1
2932,2
2933,1
2934,1
2935,1
2936,1
2937,1
2938,2
2939,0
2940,1
2941,0
2942,1
2943,1
2944,1
2945,1
2946,1
2947,1
2948,2
2949,1
2950,0
2951,1
2952,0
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,2
2960,1
2961,0
2962,1
2963,0
2964,0
2965,1
2966,1
2967,1
2968,1
2969,2
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,0
2977,1
2978,0
2979,0
2980,2
2981,0
2982,1
2983,2
2984,1
2985,1
2986,0
2987,0
2988,2
2989,1
2990,1
2991,1
2992,2
2993,1
2994,1
2995,1
2996,1
